image_id,filename,status,latest_job_id,result_job_id,provider,recognition_model,is_mock,error_message,detection_id,vehicle_type,manufacturer,model,license_plate,plate_readable,confidence,vehicle_confidence,manufacturer_confidence,source_label,vehicle_type_source,vehicle_type_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,plate_bbox_x1,plate_bbox_y1,plate_bbox_x2,plate_bbox_y2,plate_detection_confidence,plate_ocr_confidence,plate_text_raw,plate_format,plate_region,plate_ocr_engine,plate_ocr_variant,plate_rectified,plate_perspective_skew,plate_status,plate_crop_filename,plate_rectified_crop_filename
ba21b4cf-00a8-4d34-bc21-9ea31c61d26d,16 (1).jpg,completed,4d068ead-939c-4813-a26b-b18df6770e31,4d068ead-939c-4813-a26b-b18df6770e31,local,local-alpr-v1,False,,d47c13fb-f722-40ab-975e-9a92b7595a2e,tractor,,,,False,0.5076,0.5076,,truck,reference_gallery,0.9604,0.5569196428571429,0.09144736842105264,0.8143601190476191,0.45263157894736844,,,,,,,,,,,,,,,,
93c06670-f4bc-49df-9b6b-d0bf4fb52994,17.jpg,completed,78592ced-3335-4058-afb4-3b742f3c6532,78592ced-3335-4058-afb4-3b742f3c6532,local,local-alpr-v1,False,,7be67109-27cd-4097-a4a7-d1b61ea83c8f,trailer,,,,False,0.8568,0.8568,,truck,reference_gallery,0.9562,0.45126488095238093,0.08289473684210526,0.8965773809523809,0.6967105263157894,0.4888392857142857,0.40592105263157896,0.5290178571428571,0.44802631578947366,0.8919,0.8855,45EUA10,,,ppocr,rectified,True,0.0651,no_matching_plate_format,549b7e0b87464a4d848daf1f04669b1d-before.jpg,549b7e0b87464a4d848daf1f04669b1d-after.jpg
cb9c31c9-ea8a-4b92-9749-830c1c7bd3e8,18.jpg,completed,d8810cbd-1a09-4489-8bfb-031c98d41759,d8810cbd-1a09-4489-8bfb-031c98d41759,local,local-alpr-v1,False,,1ea1ff39-a66f-4ef5-b738-17149818970b,truck,,,041 AHF 10,True,0.7842,0.7842,,truck,reference_gallery,0.9875,0.5238095238095238,0.0,0.8850446428571429,0.4953947368421053,0.5904017857142857,0.3671052631578947,0.6365327380952381,0.4039473684210526,0.9378,0.9989,041AHF10,kz_civil_2012,Kostanay,fast_plate_ocr,raw,False,0.03,accepted,3dab62744b6b4d89933b8b1992ab3004-before.jpg,3dab62744b6b4d89933b8b1992ab3004-after.jpg
867a8954-e137-4953-962f-34aa1735e831,19.jpg,completed,80392f48-2d81-401f-8988-8ef634132212,80392f48-2d81-401f-8988-8ef634132212,local,local-alpr-v1,False,,74757c7e-91cf-4d2d-a8a8-ca5550557558,truck,,,927 DPA 10,True,0.8771,0.8771,,truck,reference_gallery,0.985,0.12983630952380953,0.14473684210526316,0.5617559523809523,0.7605263157894737,0.4408482142857143,0.5953947368421053,0.49330357142857145,0.6407894736842106,0.9274,0.9909,927DPA10,kz_civil_2012,Kostanay,fast_plate_ocr,rectified,True,0.0851,accepted,1a4ed6c779ed4d7a81800462c332908b-before.jpg,1a4ed6c779ed4d7a81800462c332908b-after.jpg
209ff447-766b-4bb4-ac6c-3bdb6a98d975,2.jpg,completed,69f01953-fd87-4c41-8c6e-248659d5dc0b,69f01953-fd87-4c41-8c6e-248659d5dc0b,local,local-alpr-v1,False,,1fb00c64-885e-4807-be22-1e95b1b32b41,truck_light,,,,False,0.8874,0.8874,,truck,reference_gallery,0.9813,0.7898065476190477,0.10328947368421053,0.8999255952380952,0.29078947368421054,0.8199404761904762,0.2355263157894737,0.8411458333333334,0.24802631578947368,0.8921,0.7076,681AS10,,,ppocr,raw,False,0.4755,no_matching_plate_format,862e5180f74946368afdc6018018b6e4-before.jpg,862e5180f74946368afdc6018018b6e4-after.jpg
54bb0cbf-745d-4e6a-b519-6465083917ab,20.jpg,completed,92595779-18bb-4b52-afe6-80390c13afff,92595779-18bb-4b52-afe6-80390c13afff,local,local-alpr-v1,False,,87d3c774-6e4f-411f-acbe-394947782fff,truck_light,,,,False,0.8937,0.8937,,truck,reference_gallery,0.9822,0.08705357142857142,0.2138157894736842,0.21354166666666666,0.43486842105263157,0.16145833333333334,0.3605263157894737,0.18526785714285715,0.38092105263157894,0.8997,0.9496,597AQ10,,,fast_plate_ocr,raw,False,0.0203,no_matching_plate_format,af53fd9fce604a64b4d814e84bede108-before.jpg,af53fd9fce604a64b4d814e84bede108-after.jpg
54bb0cbf-745d-4e6a-b519-6465083917ab,20.jpg,completed,92595779-18bb-4b52-afe6-80390c13afff,92595779-18bb-4b52-afe6-80390c13afff,local,local-alpr-v1,False,,f45c0807-d6ee-4b3b-b37d-d42fa1ad8eec,truck,,,,False,0.3687,0.3687,,truck,detector,0.3687,0.5944940476190477,0.13157894736842105,0.6238839285714286,0.15526315789473685,0.6004464285714286,0.14605263157894738,0.6026785714285714,0.14868421052631578,0.4209,,,,,,,False,,no_text_recognised,00512998b6d94c178048a18aa9740dfb-before.jpg,
8e56b348-fe9a-49b5-80e7-1680cedea189,21.jpg,completed,ed4eba57-2bcb-4a19-8454-edb27ac6b2b3,ed4eba57-2bcb-4a19-8454-edb27ac6b2b3,local,local-alpr-v1,False,,fd87e008-0928-498d-9757-012d8e87233f,trailer,,,,False,0.5014,0.5014,,train,reference_gallery,0.9807,0.1715029761904762,0.0,0.8348214285714286,0.7973684210526316,,,,,,,,,,,,,,,,
3ef7423b-2957-4b7b-bf5e-c248a145b826,22.jpg,completed,dd96db44-890d-4d8c-9b53-7df02dad512b,dd96db44-890d-4d8c-9b53-7df02dad512b,local,local-alpr-v1,False,,0f1a2b48-ab0d-45c8-9379-87e976122019,trailer,,,,False,0.6449,0.6449,,truck,reference_gallery,0.9582,0.3939732142857143,0.1723684210526316,0.8307291666666666,0.7019736842105263,,,,,,,,,,,,,,,,
3ef7423b-2957-4b7b-bf5e-c248a145b826,22.jpg,completed,dd96db44-890d-4d8c-9b53-7df02dad512b,dd96db44-890d-4d8c-9b53-7df02dad512b,local,local-alpr-v1,False,,3631c1e5-d767-413e-bf5b-8bd0752e957e,trailer,,,,False,0.3647,0.3647,,truck,reference_gallery,0.6976,0.0,0.06973684210526315,0.42485119047619047,1.0,0.14694940476190477,0.05394736842105263,0.3630952380952381,0.10460526315789474,0.7307,0.6894,WED135507,,,ppocr,rectified,True,0.0082,no_matching_plate_format,84d5e67f6ae44b9ba0c83e58b291a300-before.jpg,84d5e67f6ae44b9ba0c83e58b291a300-after.jpg
ccbface5-d6b3-425d-be39-0210f5491c40,23.jpg,completed,bf009a08-40a5-4446-85d2-fdd498e52a15,bf009a08-40a5-4446-85d2-fdd498e52a15,local,local-alpr-v1,False,,690c203a-56f7-477c-8332-e6fd3e675230,tractor,,,,False,0.6429,0.6429,,truck,reference_gallery,0.9818,0.42150297619047616,0.060526315789473685,0.7488839285714286,0.4453947368421053,,,,,,,,,,,,,,,,
b6ff38e8-3d25-4e73-8723-55b0628b76fc,24.jpg,completed,049c94dd-e629-45d8-bafa-a8e803e3d1ac,049c94dd-e629-45d8-bafa-a8e803e3d1ac,local,local-alpr-v1,False,,690670a9-e435-413b-ae40-29d5c89db1bd,truck,,,,False,0.3692,0.3692,,truck,detector,0.3692,0.8351934523809523,0.4026315789473684,0.8645833333333334,0.4440789473684211,,,,,,,,,,,,,,,,
b6ff38e8-3d25-4e73-8723-55b0628b76fc,24.jpg,completed,049c94dd-e629-45d8-bafa-a8e803e3d1ac,049c94dd-e629-45d8-bafa-a8e803e3d1ac,local,local-alpr-v1,False,,7affd6d1-aa17-4213-b479-514c1fe8e558,tractor,,,,False,0.7747,0.7747,,truck,reference_gallery,0.9799,0.11495535714285714,0.3618421052631579,0.24293154761904762,0.5743421052631579,,,,,,,,,,,,,,,,
453fcfe1-5e1c-4e0b-b34e-906cf040edb3,25.jpg,completed,188f3340-65c4-4feb-bc74-626daf903ad4,188f3340-65c4-4feb-bc74-626daf903ad4,local,local-alpr-v1,False,,1eafb84a-7345-4e91-99b5-078629c7ccfa,car,,,,False,0.5991,0.5991,,car,detector,0.5991,0.0,0.3223684210526316,0.06510416666666667,0.4506578947368421,,,,,,,,,,,,,,,,
453fcfe1-5e1c-4e0b-b34e-906cf040edb3,25.jpg,completed,188f3340-65c4-4feb-bc74-626daf903ad4,188f3340-65c4-4feb-bc74-626daf903ad4,local,local-alpr-v1,False,,36c9055e-af39-4f33-a7ff-f4b527a4c094,car,,,,False,0.3633,0.3633,,car,detector,0.3633,0.9334077380952381,0.29078947368421054,0.9717261904761905,0.4276315789473684,,,,,,,,,,,,,,,,
453fcfe1-5e1c-4e0b-b34e-906cf040edb3,25.jpg,completed,188f3340-65c4-4feb-bc74-626daf903ad4,188f3340-65c4-4feb-bc74-626daf903ad4,local,local-alpr-v1,False,,58e04498-29fb-4794-9d9f-8d2b01844d51,car,,,,False,0.5011,0.5011,,car,detector,0.5011,0.9698660714285714,0.9078947368421053,1.0,1.0,,,,,,,,,,,,,,,,
453fcfe1-5e1c-4e0b-b34e-906cf040edb3,25.jpg,completed,188f3340-65c4-4feb-bc74-626daf903ad4,188f3340-65c4-4feb-bc74-626daf903ad4,local,local-alpr-v1,False,,87be936c-541c-4bc7-b536-b21943ed2f84,car,,,,False,0.4038,0.4038,,car,detector,0.4038,0.9330357142857143,0.30328947368421055,0.9713541666666666,0.37763157894736843,,,,,,,,,,,,,,,,
453fcfe1-5e1c-4e0b-b34e-906cf040edb3,25.jpg,completed,188f3340-65c4-4feb-bc74-626daf903ad4,188f3340-65c4-4feb-bc74-626daf903ad4,local,local-alpr-v1,False,,bb461f7d-44c2-4c55-9e62-59b0ee4cb0c1,truck,KAMAZ,,384 CBA 10,True,0.8296,0.8296,0.9869,truck,reference_gallery,0.9919,0.2864583333333333,0.07171052631578947,0.8404017857142857,0.6236842105263158,0.3783482142857143,0.4953947368421053,0.41592261904761907,0.5375,0.9009,0.9972,384CBA10,kz_civil_2012,Kostanay,ppocr,raw,False,0.1007,accepted,1b819fe6f0db43a5b8d43393eaa7a60b-before.jpg,1b819fe6f0db43a5b8d43393eaa7a60b-after.jpg
79a0f96f-1fc0-4fa6-bca7-73f80afe001b,3.jpg,completed,6a4cf000-c221-4821-983a-c3c1be12aa7f,6a4cf000-c221-4821-983a-c3c1be12aa7f,local,local-alpr-v1,False,,292cb586-ce20-46ce-8ed5-9261a2742260,truck,,,592 LBA 10,True,0.8297,0.8297,,truck,reference_gallery,0.987,0.38095238095238093,0.08486842105263158,0.8939732142857143,0.7282894736842105,0.44345238095238093,0.5335526315789474,0.4880952380952381,0.594078947368421,0.8935,0.996,592LBA10,kz_civil_2012,Kostanay,ppocr,rectified,True,0.0677,accepted,68503af302fc4bc981374f25ae64b870-before.jpg,68503af302fc4bc981374f25ae64b870-after.jpg
f1b2eb90-fd54-438d-b4bd-fe6176598a9e,4.jpg,completed,ef7fed18-6cc2-4811-8aac-bc5f5f95faa4,ef7fed18-6cc2-4811-8aac-bc5f5f95faa4,local,local-alpr-v1,False,,6300a357-2769-4e0a-9d2d-d84e146db265,trailer,,,,False,0.6892,0.6892,,truck,reference_gallery,0.9799,0.13653273809523808,0.1361842105263158,0.5040922619047619,0.6625,0.40625,0.45263157894736844,0.42819940476190477,0.4875,0.9051,0.9872,AAH1098,,,ppocr,raw,False,0.1377,no_matching_plate_format,d67c63dd15f944d58cd71193a3f053ce-before.jpg,d67c63dd15f944d58cd71193a3f053ce-after.jpg
9730fb4c-e4d3-462e-a240-079a5a34c4c5,5.jpg,completed,bcf5aa3e-5ee4-4c57-b8dc-bb8b8193e59a,bcf5aa3e-5ee4-4c57-b8dc-bb8b8193e59a,local,local-alpr-v1,False,,e77cf9c0-569f-453f-81ad-200a2e17b4e2,tractor,,,,False,0.7605,0.7605,,truck,reference_gallery,0.9729,0.07552083333333333,0.1763157894736842,0.3709077380952381,0.6164473684210526,0.29389880952380953,0.3013157894736842,0.34598214285714285,0.35328947368421054,0.2739,0.786,TOO2026,kz_machinery_square,Ulytau,ppocr,raw,False,,below_confidence_threshold,2deb1ed90bda46ef817b07f1dbba197e-before.jpg,
742bd2f8-73fc-4472-94c4-263652e0af86,6.jpg,completed,ca5d5872-5fa9-46a7-8036-4a274d208c4b,ca5d5872-5fa9-46a7-8036-4a274d208c4b,local,local-alpr-v1,False,,4ef2a020-a25e-4f09-a764-01b70a076b14,tractor,,,,False,0.7021,0.7021,,train,reference_gallery,0.9841,0.29129464285714285,0.13815789473684212,0.4661458333333333,0.4151315789473684,0.39992559523809523,0.29078947368421054,0.41555059523809523,0.3118421052631579,0.8366,0.1033,0A,,,fast_plate_ocr,raw,False,0.303,no_matching_plate_format,0f21eaf26e964b1ea45b336936aac26a-before.jpg,0f21eaf26e964b1ea45b336936aac26a-after.jpg
742bd2f8-73fc-4472-94c4-263652e0af86,6.jpg,completed,ca5d5872-5fa9-46a7-8036-4a274d208c4b,ca5d5872-5fa9-46a7-8036-4a274d208c4b,local,local-alpr-v1,False,,fc275799-911b-4d89-99a3-6014ef45f288,truck,,,,False,0.4218,0.4218,,train,detector,0.4218,0.6636904761904762,0.20328947368421052,0.7953869047619048,0.3092105263157895,,,,,,,,,,,,,,,,
5d2aae7a-6fef-4fae-9ac2-dfd0cc91ce23,7.jpg,completed,b168fd8f-c532-44b1-bb39-6dfa0f3ddd90,b168fd8f-c532-44b1-bb39-6dfa0f3ddd90,local,local-alpr-v1,False,,3132e941-a28b-4a6a-aa92-86798ba4db90,truck,,,,False,0.517,0.517,,truck,detector,0.517,0.8448660714285714,0.24473684210526317,1.0,0.3763157894736842,,,,,,,,,,,,,,,,
5d2aae7a-6fef-4fae-9ac2-dfd0cc91ce23,7.jpg,completed,b168fd8f-c532-44b1-bb39-6dfa0f3ddd90,b168fd8f-c532-44b1-bb39-6dfa0f3ddd90,local,local-alpr-v1,False,,6e89da70-e7f9-43fc-82ed-1c222443c297,tractor,,,,False,0.7979,0.7979,,truck,reference_gallery,0.9849,0.09040178571428571,0.0006578947368421052,0.4259672619047619,0.6401315789473684,,,,,,,,,,,,,,,,
dc8ebcc3-b170-4d37-a2c1-2625222a9643,8.jpg,completed,82e15cac-3b5f-4b4f-b710-81f1c510c949,82e15cac-3b5f-4b4f-b710-81f1c510c949,local,local-alpr-v1,False,,1a4be150-0af2-465d-8383-26a33da39ed4,truck_light,,,,False,0.8996,0.8996,,truck,reference_gallery,0.9758,0.6510416666666666,0.11644736842105263,0.8478422619047619,0.38026315789473686,0.6778273809523809,0.26907894736842103,0.7068452380952381,0.29078947368421054,0.8939,0.8977,597AQ10,,,fast_plate_ocr,raw,False,0.0874,no_matching_plate_format,05b28ae1080548509dc929293ebe7bce-before.jpg,05b28ae1080548509dc929293ebe7bce-after.jpg
fc321808-37c4-414c-b6b3-9f946d1e7776,9.jpg,completed,9f5db225-f7b1-4a3d-875e-b0287107f2cf,9f5db225-f7b1-4a3d-875e-b0287107f2cf,local,local-alpr-v1,False,,877234f9-8b74-4484-9abd-a9dcedc9b495,trailer,,,,False,0.5366,0.5366,,truck,reference_gallery,0.8345,0.109375,0.11842105263157894,0.5621279761904762,0.5763157894736842,0.3802083333333333,0.3888157894736842,0.41183035714285715,0.44342105263157894,0.3532,0.7961,AFEP523,,,ppocr,raw,False,0.519,no_matching_plate_format,4e6d3a5d82bc4885b68a73bb2a91e9bb-before.jpg,4e6d3a5d82bc4885b68a73bb2a91e9bb-after.jpg
fc321808-37c4-414c-b6b3-9f946d1e7776,9.jpg,completed,9f5db225-f7b1-4a3d-875e-b0287107f2cf,9f5db225-f7b1-4a3d-875e-b0287107f2cf,local,local-alpr-v1,False,,fea0e2b7-4c3a-4912-8f26-4a3832b5f4c8,truck,,,,False,0.5166,0.5166,,truck,detector,0.5166,0.5933779761904762,0.2,0.6811755952380952,0.31842105263157894,,,,,,,,,,,,,,,,
